,index,Unnamed: 0,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
178,1023,1023,1464991445199187969,Canada,"The deadliest #variant was introduction of the Trudeau variant in 2015. 

#Canada, we must use all our resources necessary in order to stop this man-made disaster.

#Omicron #Covid #TrudeauCorruption #Trudeaumustgo #WW3",2021-11-28 16:15:53+00:00,nataliae_a_j41,en,1,0,1,0
179,459,459,1464371376408641549,"New Westminster, BC.",Former FDA Commissioner: US Travel Restrictions Over New COVID Strain 'Counterproductive' https://t.co/v01uy5LtLJ,2021-11-26 23:11:57+00:00,BradPorcellato,en,0,0,0,0
180,985,985,1464953065711095812,"Alberta, Canada","I just got a 30 day ban on Fascistbook for basically O think that parents who get their almost zero risk children are bad parents, and that I had violated their pro vaccine policy. What a farce,  Fascistbook is run by a bunch of overly sensitive leftie snowflakes.",2021-11-28 13:43:23+00:00,fisherman0707,en,0,0,0,0
181,397,397,1464329004937367563,"Toronto, Ontario","You cannot solve a global problem with national thinking. This is true of COVID, climate change, economic issues, etc. https://t.co/Yehtvfe8tG",2021-11-26 20:23:35+00:00,MikeRiverso,en,0,1,0,0
182,372,372,1464319015665475589,"Toronto, ON",Concerns are growing about a COVID fifth wave and new variant hitting Ontario soon https://t.co/8L5ArT03u6,2021-11-26 19:43:53+00:00,sonyatish,en,0,0,0,0
183,701,701,1464629061255319563,"London, Canada","Overcoming #vaccine #hesitancy one friendly huddle at a time
@NightShiftMD
https://t.co/eMrVGhYImN",2021-11-27 16:15:54+00:00,charlesweijer,en,3,0,13,0
184,699,699,1464627039865032707,"Toronto, Canada",Is it just me or does the name of the new COVID-19 variant sound like it mutated from aliens?,2021-11-27 16:07:52+00:00,salandsimone,en,0,0,2,0
185,480,480,1464381427009662986,"Vancouver, British Columbia","#Breaking: British Columbia has added 341 new cases of COVID-19 in the last 24 hours, as well as six related deaths, according to the B.C. Centre for Disease Control's COVID-19 dashboard.  https://t.co/qfCf86ZKE1",2021-11-26 23:51:53+00:00,CTVVancouver,en,6,3,2,1
186,252,252,1464256569663791109,"Ottawa, Ontario",🇨🇦 Ontario logs highest daily COVID-19 case count since beginning of September with more than 900 new infections | CTV News 🇨🇦 https://t.co/npXxiH43kT,2021-11-26 15:35:45+00:00,JohnBen37872668,en,0,0,0,0
187,813,813,1464725681615650817,Canada,"And so it goes.

#Omicron
#OmicronVariant

https://t.co/UtMNgil9zC",2021-11-27 22:39:50+00:00,DougQuantz,en,0,0,0,0
188,79,79,1464059219376844826,"Montréal, Québec",Covid fears back? Rly?,2021-11-26 02:31:33+00:00,TSLAFanMtl,en,0,8,17,0
